sale_id,sale_date,customer_id,product_id,quantity,sales_value,currency,sales_channel,sales_value_usd,customer_name,region,channel_category
60,2023-11-23 23:53:09.441530,nan,PROD020,9,243.19,EUR,Retail,270.5116796440489,,,
61,2022-11-28 23:53:09.441530,nan,PROD007,8,31.84,USD,Wholesale,31.84,,,
62,2024-06-11 23:53:09.441530,nan,PROD006,6,485.58,EUR,Retail,540.1334816462736,,,
63,2022-06-21 23:53:09.441530,nan,PROD009,2,360.87,EUR,Wholesale,401.412680756396,,,
64,2023-08-19 23:53:09.441530,nan,PROD010,8,168.37,EUR,Wholesale,187.28587319243604,,,
65,2022-08-02 23:53:09.441530,nan,PROD003,4,166.16,JPY,Online,1.150284663609579,,,
66,2024-01-25 23:53:09.441530,nan,PROD007,8,229.79,EUR,Online,255.60622914349275,,,
67,2024-08-10 23:53:09.441530,nan,PROD011,7,316.86,GBP,Online,418.13143309580363,,,
68,2023-10-30 23:53:09.441530,nan,PROD012,4,81.72,JPY,Online,0.5657273875191068,,,
69,2022-04-03 23:53:09.441530,nan,PROD012,8,102.58,JPY,Retail,0.7101360182539155,,,
70,2023-10-02 23:53:09.441530,nan,PROD013,2,431.12,JPY,Retail,2.9845373385613967,,,
71,2022-03-05 23:53:09.441530,nan,PROD008,9,135.56,JPY,Wholesale,0.9384484171817196,,,
72,2022-09-13 23:53:09.441530,nan,PROD004,6,196.3,USD,Retail,196.3,,,
73,2023-01-04 23:53:09.441530,nan,PROD020,7,436.92,USD,Retail,436.92,,,
74,2024-07-29 23:53:09.441530,nan,PROD001,1,334.94,EUR,Wholesale,372.5695216907675,,,
75,2021-09-13 23:53:09.441530,nan,PROD006,3,177.44,USD,Retail,177.44,,,
76,2021-11-02 23:53:09.441530,nan,PROD002,5,345.01,JPY,Retail,2.388419064708358,,,
77,2023-02-01 23:53:09.441530,nan,PROD014,7,19.64,EUR,Online,21.846496106785317,,,
78,2023-06-08 23:53:09.441530,nan,PROD018,1,370.46,GBP,Online,488.86249670097646,,,
79,2024-08-20 23:53:09.441530,nan,PROD010,9,248.64,USD,Wholesale,248.64,,,
80,2023-04-14 23:53:09.441530,nan,PROD001,5,408.46,JPY,Online,2.8276677521543605,,,
81,2022-09-25 23:53:09.441530,nan,PROD003,3,477.77,EUR,Retail,531.4460511679644,,,
82,2022-10-22 23:53:09.441530,nan,PROD020,7,463.64,USD,Online,463.64,,,
83,2022-06-14 23:53:09.441530,nan,PROD004,8,455.54,JPY,Online,3.15359097051461,,,
84,2022-09-12 23:53:09.441530,nan,PROD018,3,260.96,EUR,Wholesale,290.27808676307006,,,
85,2022-04-17 23:53:09.441530,nan,PROD008,7,186.47,USD,Retail,186.47,,,
86,2024-06-12 23:53:09.441530,nan,PROD009,7,237.87,GBP,Wholesale,313.895486935867,,,
87,2021-10-09 23:53:09.441530,nan,PROD019,4,348.05,USD,Retail,348.05,,,
88,2024-07-16 23:53:09.441530,nan,PROD002,9,443.16,JPY,Retail,3.067887286502293,,,
89,2022-01-11 23:53:09.441530,nan,PROD009,1,111.42,JPY,Retail,0.7713331561108526,,,
90,2022-03-18 23:53:09.441530,nan,PROD003,1,459.91,GBP,Online,606.9015571390869,,,
91,2023-10-18 23:53:09.441530,nan,PROD002,5,409.44,GBP,Wholesale,540.3008709422011,,,
92,2024-03-16 23:53:09.441530,nan,PROD007,3,489.64,EUR,Retail,544.6496106785316,,,
93,2024-07-21 23:53:09.441530,nan,PROD017,9,441.32,EUR,Online,490.90100111234705,,,
94,2024-08-05 23:53:09.441530,nan,PROD017,5,147.17,JPY,Wholesale,1.0188215812675836,,,
95,2023-01-14 23:53:09.441530,nan,PROD009,7,61.92,USD,Online,61.92,,,
96,2022-10-10 23:53:09.441530,nan,PROD001,1,65.0,GBP,Online,85.77461071522829,,,
97,2023-11-12 23:53:09.441530,nan,PROD001,2,152.7,EUR,Retail,169.85539488320353,,,
98,2021-12-06 23:53:09.441530,nan,PROD008,4,310.95,JPY,Wholesale,2.152630092377218,,,
99,2023-07-14 23:53:09.441530,nan,PROD017,9,404.12,JPY,Online,2.7976230034779914,,,
100,2023-08-25 23:53:09.441530,nan,PROD008,5,450.63,JPY,Online,3.119600252542035,,,
101,2024-04-16 23:53:09.441530,nan,PROD019,5,315.64,GBP,Online,416.5215096331485,,,
102,2023-05-04 23:53:09.441530,nan,PROD004,9,12.76,GBP,Online,16.83821588809712,,,
103,2023-06-03 23:53:09.441530,nan,PROD018,8,101.3,GBP,Retail,133.67643177619425,,,
104,2024-06-23 23:53:09.441530,nan,PROD013,2,58.87,USD,Retail,58.87,,,
105,2023-01-14 23:53:09.441530,nan,PROD007,7,188.03,GBP,Wholesale,248.12615465822117,,,
106,2023-10-05 23:53:09.441530,nan,PROD003,1,255.66,JPY,Online,1.7698710706453114,,,
107,2022-10-01 23:53:09.441530,nan,PROD014,9,31.26,GBP,Retail,41.25098970704671,,,
108,2024-01-17 23:53:09.441530,nan,PROD009,3,180.75,USD,Wholesale,180.75,,,
109,2023-11-02 23:53:09.441530,nan,PROD003,2,97.8,USD,Wholesale,97.8,,,
110,2022-09-26 23:53:09.441530,nan,PROD007,4,327.06,JPY,Retail,2.26415564564365,,,
111,2022-03-24 23:53:09.441530,nan,PROD015,4,237.49,EUR,Retail,264.1713014460512,,,
112,2024-07-03 23:53:09.441530,nan,PROD004,3,252.71,GBP,Online,333.4784903668514,,,
113,2024-02-07 23:53:09.441530,nan,PROD005,2,219.57,GBP,Retail,289.74663499604117,,,
114,2024-01-10 23:53:09.441530,nan,PROD009,5,478.45,USD,Retail,478.45,,,
115,2023-09-11 23:53:09.441530,nan,PROD003,4,115.22,USD,Retail,115.22,,,
116,2023-03-16 23:53:09.441530,nan,PROD016,5,263.17,EUR,Wholesale,292.7363737486096,,,
117,2024-06-15 23:53:09.441530,nan,PROD016,8,370.65,USD,Retail,370.65,,,
118,2021-12-03 23:53:09.441530,nan,PROD019,2,282.85,USD,Wholesale,282.85,,,
119,2022-12-27 23:53:09.441530,nan,PROD009,9,465.22,USD,Wholesale,465.22,,,
120,2022-04-17 23:53:09.441530,nan,PROD020,1,195.2,USD,Retail,195.2,,,
121,2023-09-17 23:53:09.441530,nan,PROD001,8,237.2,EUR,Wholesale,263.84872080088985,,,
122,2023-02-21 23:53:09.441530,nan,PROD017,5,53.38,GBP,Online,70.44074953813671,,,
123,2024-07-24 23:53:09.441530,nan,PROD012,2,308.41,GBP,Online,406.98073370282395,,,
124,2023-02-05 23:53:09.441530,nan,PROD009,8,151.22,GBP,Wholesale,199.55133280548958,,,
125,2023-03-30 23:53:09.441530,nan,PROD005,5,88.55,GBP,Retail,116.8514119820533,,,
126,2023-07-12 23:53:09.441530,nan,PROD015,3,276.82,GBP,Retail,365.294272895223,,,
127,2023-03-09 23:53:09.441530,nan,PROD013,7,270.83,JPY,Wholesale,1.8748892359495801,,,
128,2024-06-07 23:53:09.441530,nan,PROD019,4,47.18,JPY,Retail,0.32661549367537274,,,
129,2023-06-06 23:53:09.441530,nan,PROD003,6,352.13,USD,Wholesale,352.13,,,
130,2023-11-03 23:53:09.441530,nan,PROD002,8,315.65,JPY,Online,2.185167032188033,,,
131,2024-07-16 23:53:09.441530,nan,PROD013,1,102.62,GBP,Wholesale,135.4183161784112,,,
132,2022-03-07 23:53:09.441530,nan,PROD007,2,240.02,USD,Wholesale,240.02,,,
133,2023-05-24 23:53:09.441530,nan,PROD009,8,362.96,GBP,Online,478.96542623383476,,,
134,2023-05-19 23:53:09.441530,nan,PROD010,7,269.42,GBP,Online,355.5291633676432,,,
135,2024-04-28 23:53:09.441530,nan,PROD001,9,203.79,USD,Wholesale,203.79,,,
136,2023-08-09 23:53:09.441530,nan,PROD016,2,167.95,GBP,Online,221.6283979941937,,,
137,2023-06-09 23:53:09.441530,nan,PROD011,8,309.09,JPY,Online,2.1397537715159167,,,
138,2022-07-13 23:53:09.441530,nan,PROD008,6,470.16,USD,Retail,470.16,,,
139,2023-07-14 23:53:09.441530,nan,PROD013,1,339.15,EUR,Online,377.2525027808676,,,
140,2023-06-24 23:53:09.441530,nan,PROD016,4,46.63,EUR,Online,51.868743047830925,,,
141,2022-11-14 23:53:09.441530,nan,PROD003,2,235.74,EUR,Wholesale,262.2246941045606,,,
142,2023-03-16 23:53:09.441530,nan,PROD013,7,446.5,GBP,Online,589.2055951438374,,,
143,2024-04-07 23:53:09.441530,nan,PROD017,9,56.29,GBP,Wholesale,74.2808128793877,,,
144,2023-07-29 23:53:09.441530,nan,PROD006,6,494.55,GBP,Retail,652.6128266033254,,,
145,2021-12-20 23:53:09.441530,nan,PROD010,4,475.04,GBP,Wholesale,626.8672472948008,,,
146,2021-08-31 23:53:09.441530,nan,PROD009,5,48.35,USD,Wholesale,48.35,,,
147,2023-06-02 23:53:09.441530,nan,PROD018,1,467.37,EUR,Retail,519.8776418242492,,,
148,2022-04-06 23:53:09.441530,nan,PROD017,4,187.93,JPY,Retail,1.3009929997120135,,,
149,2024-01-01 23:53:09.441530,nan,PROD007,3,423.91,USD,Online,423.91,,,
150,2022-09-18 23:53:09.441530,nan,PROD002,9,215.01,EUR,Wholesale,239.16573971078975,,,
151,2024-08-10 23:53:09.441530,nan,PROD011,6,226.02,EUR,Wholesale,251.412680756396,,,
152,2023-08-29 23:53:09.441530,nan,PROD018,4,320.78,USD,Wholesale,320.78,,,
153,2022-05-03 23:53:09.441530,nan,PROD003,3,389.49,USD,Retail,389.49,,,
154,2023-12-13 23:53:09.441530,nan,PROD014,4,26.56,USD,Wholesale,26.56,,,
155,2022-03-20 23:53:09.441530,nan,PROD020,8,300.65,JPY,Online,2.0813257349194743,,,
156,2021-12-30 23:53:09.441530,nan,PROD013,5,101.5,EUR,Retail,112.90322580645162,,,
157,2022-10-04 23:53:09.441530,nan,PROD017,1,179.52,JPY,Wholesale,1.2427726457101085,,,
158,2023-10-05 23:53:09.441530,nan,PROD011,5,180.5,JPY,Retail,1.2495569437983207,,,
159,2022-06-19 23:53:09.441530,nan,PROD007,8,239.84,JPY,Retail,1.6603531157927383,,,
160,2022-06-05 23:53:09.441530,nan,PROD003,4,173.73,JPY,Retail,1.2026899049644446,,,
161,2024-01-30 23:53:09.441530,nan,PROD003,2,62.61,JPY,Wholesale,0.4334335747989632,,,
162,2022-03-15 23:53:09.441530,nan,PROD002,3,81.36,USD,Wholesale,81.36,,,
163,2024-05-07 23:53:09.441530,nan,PROD016,9,26.38,JPY,Online,0.18262222812963824,,,
164,2023-09-20 23:53:09.441530,nan,PROD011,7,240.42,GBP,Retail,317.2604908946951,,,
165,2022-01-20 23:53:09.441530,nan,PROD014,3,477.68,USD,Wholesale,477.68,,,
166,2023-04-30 23:53:09.441530,nan,PROD003,5,66.68,EUR,Wholesale,74.17130144605117,,,
167,2022-03-04 23:53:09.441530,nan,PROD007,3,473.67,EUR,Online,526.8854282536151,,,
168,2022-12-06 23:53:09.441530,nan,PROD008,4,369.35,USD,Wholesale,369.35,,,
169,2023-06-20 23:53:09.441530,nan,PROD013,8,322.37,JPY,Wholesale,2.231687933364347,,,
170,2023-10-02 23:53:09.441530,nan,PROD019,3,326.19,USD,Wholesale,326.19,,,
171,2024-04-10 23:53:09.441530,nan,PROD011,3,415.1,EUR,Retail,461.7352614015573,,,
172,2022-10-06 23:53:09.441530,nan,PROD001,8,62.39,EUR,Online,69.39933259176863,,,
173,2022-01-23 23:53:09.441530,nan,PROD019,7,257.33,USD,Online,257.33,,,
174,2024-01-10 23:53:09.441530,nan,PROD013,7,351.57,GBP,Online,463.9350752177355,,,
175,2022-12-31 23:53:09.441530,nan,PROD017,2,297.54,GBP,Wholesale,392.6365795724466,,,
176,2024-03-15 23:53:09.441530,nan,PROD009,7,418.06,GBP,Wholesale,551.675903932436,,,
177,2023-03-03 23:53:09.441530,nan,PROD019,3,45.41,EUR,Wholesale,50.51167964404894,,,
178,2022-08-02 23:53:09.441530,nan,PROD019,7,348.44,GBP,Retail,459.8046978094484,,,
179,2024-01-18 23:53:09.441530,nan,PROD006,4,271.67,GBP,Retail,358.4982845077857,,,
180,2023-06-01 23:53:09.441530,nan,PROD007,8,195.79,USD,Online,195.79,,,
181,2022-12-15 23:53:09.441530,nan,PROD005,8,176.73,JPY,Retail,1.2234581644181564,,,
182,2022-01-27 23:53:09.441530,nan,PROD008,6,314.21,JPY,Retail,2.1751982676502513,,,
183,2022-05-19 23:53:09.441530,nan,PROD014,3,446.59,USD,Wholesale,446.59,,,
184,2022-01-20 23:53:09.441530,nan,PROD018,6,253.13,JPY,Wholesale,1.752356505172681,,,
185,2022-08-10 23:53:09.441530,nan,PROD020,6,414.11,GBP,Online,546.4634468197413,,,
186,2023-05-15 23:53:09.441530,nan,PROD003,3,207.06,EUR,Wholesale,230.32258064516128,,,
187,2024-06-11 23:53:09.441530,nan,PROD008,4,60.17,GBP,Wholesale,79.40089733438901,,,
188,2024-01-27 23:53:09.441530,nan,PROD014,2,40.14,USD,Retail,40.14,,,
189,2021-08-31 23:53:09.441530,nan,PROD014,1,35.15,JPY,Online,0.2433347732659888,,,
190,2024-02-12 23:53:09.441530,nan,PROD007,2,196.27,USD,Retail,196.27,,,
191,2022-05-10 23:53:09.441530,nan,PROD006,7,175.25,USD,Online,175.25,,,
192,2022-11-25 23:53:09.441530,nan,PROD006,5,361.79,GBP,Online,477.4214832409607,,,
193,2024-07-25 23:53:09.441530,nan,PROD012,9,373.98,JPY,Wholesale,2.588971223499701,,,
194,2024-06-09 23:53:09.441530,nan,PROD015,3,34.92,EUR,Retail,38.84315906562848,,,
195,2021-09-07 23:53:09.441530,nan,PROD019,2,118.35,GBP,Retail,156.17577197149643,,,
196,2023-11-23 23:53:09.441530,nan,PROD004,4,144.39,USD,Wholesale,144.39,,,
197,2022-03-25 23:53:09.441530,nan,PROD003,2,278.33,USD,Online,278.33,,,
198,2022-10-07 23:53:09.441530,nan,PROD013,7,80.81,JPY,Online,0.559427682151481,,,
199,2022-01-28 23:53:09.441530,nan,PROD016,6,75.63,USD,Online,75.63,,,
200,2021-10-22 23:53:09.441530,nan,PROD013,8,472.46,USD,Online,472.46,,,
201,2023-05-19 23:53:09.441530,nan,PROD010,5,404.06,GBP,Wholesale,533.2013723937714,,,
202,2023-04-08 23:53:09.441530,nan,PROD013,2,98.52,JPY,Online,0.6820296404598923,,,
203,2021-12-11 23:53:09.441530,nan,PROD008,4,209.22,GBP,Retail,276.0886777513856,,,
204,2022-05-10 23:53:09.441530,nan,PROD012,1,184.25,EUR,Online,204.94994438264737,,,
205,2023-01-21 23:53:09.441530,nan,PROD008,2,397.59,USD,Online,397.59,,,
206,2021-12-06 23:53:09.441530,nan,PROD009,4,260.0,GBP,Online,343.09844286091317,,,
207,2022-01-29 23:53:09.441530,nan,PROD010,6,72.65,GBP,Wholesale,95.86962259171285,,,
208,2024-02-29 23:53:09.441530,nan,PROD007,4,372.11,JPY,Online,2.5760256751068873,,,
209,2024-01-24 23:53:09.441530,nan,PROD003,4,204.48,USD,Wholesale,204.48,,,
210,2022-08-02 23:53:09.441530,nan,PROD005,2,138.83,GBP,Retail,183.20137239377146,,,
211,2023-11-29 23:53:09.441530,nan,PROD003,9,193.99,USD,Online,193.99,,,
212,2024-04-12 23:53:09.441530,nan,PROD018,8,253.9,EUR,Online,282.4249165739711,,,
213,2022-02-06 23:53:09.441530,nan,PROD019,8,178.13,USD,Retail,178.13,,,
214,2023-11-08 23:53:09.441530,nan,PROD010,5,128.53,USD,Online,128.53,,,
215,2022-10-01 23:53:09.441530,nan,PROD009,3,205.27,GBP,Online,270.87622063869094,,,
216,2023-11-23 23:53:09.441530,nan,PROD007,6,19.39,JPY,Wholesale,0.13423218360248998,,,
217,2022-10-04 23:53:09.441530,nan,PROD001,9,388.52,JPY,Wholesale,2.6896280543186903,,,
218,2023-05-31 23:53:09.441530,nan,PROD010,8,93.76,JPY,Retail,0.6490773354600031,,,
219,2024-07-21 23:53:09.441530,nan,PROD002,7,31.51,EUR,Wholesale,35.05005561735261,,,
220,2023-07-18 23:53:09.441530,nan,PROD006,8,330.31,EUR,Wholesale,367.4193548387097,,,
221,2022-12-02 23:53:09.441530,nan,PROD006,4,389.23,GBP,Retail,513.6315650567432,,,
222,2024-04-10 23:53:09.441530,nan,PROD008,6,408.78,JPY,Retail,2.8298830331627567,,,
223,2022-12-12 23:53:09.441530,nan,PROD018,5,251.82,EUR,Online,280.111234705228,,,
224,2024-07-10 23:53:09.441530,nan,PROD007,2,110.63,JPY,Online,0.7658641811213752,,,
225,2023-09-18 23:53:09.441530,nan,PROD018,8,371.24,JPY,Online,2.570002879865311,,,
226,2021-10-06 23:53:09.441530,nan,PROD001,3,352.86,EUR,Online,392.5027808676307,,,
227,2022-04-16 23:53:09.441530,nan,PROD014,5,130.67,JPY,Wholesale,0.9045961542721693,,,
228,2023-03-15 23:53:09.441530,nan,PROD020,8,452.67,USD,Wholesale,452.67,,,
229,2022-11-10 23:53:09.441530,nan,PROD007,9,61.14,GBP,Retail,80.68091844813935,,,
230,2021-09-25 23:53:09.441530,nan,PROD020,9,491.52,EUR,Retail,546.7408231368187,,,
231,2022-04-12 23:53:09.441530,nan,PROD007,5,431.52,EUR,Wholesale,479.99999999999994,,,
232,2023-11-05 23:53:09.441530,nan,PROD004,2,347.07,JPY,Online,2.402679936199907,,,
233,2022-06-09 23:53:09.441530,nan,PROD005,7,469.99,EUR,Online,522.7919911012236,,,
234,2024-01-25 23:53:09.441530,nan,PROD001,7,363.93,USD,Online,363.93,,,
235,2024-04-15 23:53:09.441530,nan,PROD020,8,103.32,JPY,Online,0.715258855585831,,,
236,2022-11-25 23:53:09.441530,nan,PROD003,8,226.66,USD,Retail,226.66,,,
237,2024-06-14 23:53:09.441530,nan,PROD013,5,45.04,GBP,Wholesale,59.43520717867511,,,
238,2023-11-23 23:53:09.441530,nan,PROD007,1,200.93,GBP,Retail,265.14911586170496,,,
239,2023-06-19 23:53:09.441530,nan,PROD006,4,373.39,USD,Wholesale,373.39,,,
240,2023-02-27 23:53:09.441530,nan,PROD006,4,199.36,JPY,Online,1.3801200682306551,,,
241,2024-08-06 23:53:09.441530,nan,PROD002,3,171.84,GBP,Retail,226.76167854315122,,,
242,2021-09-15 23:53:09.441530,nan,PROD016,8,301.72,JPY,Wholesale,2.0887330807912985,,,
243,2022-02-03 23:53:09.441530,nan,PROD006,3,437.38,JPY,Wholesale,3.0278737732881416,,,
244,2022-12-19 23:53:09.441530,nan,PROD008,5,33.32,GBP,Wholesale,43.969385062021644,,,
245,2024-08-03 23:53:09.441530,nan,PROD011,2,198.88,GBP,Wholesale,262.4439166006862,,,
246,2023-01-29 23:53:09.441530,nan,PROD018,6,87.54,USD,Online,87.54,,,
247,2021-12-06 23:53:09.441530,nan,PROD006,6,350.72,JPY,Online,2.4279479852019232,,,
248,2024-07-25 23:53:09.441530,nan,PROD014,8,61.81,USD,Wholesale,61.81,,,
249,2022-06-05 23:53:09.441530,nan,PROD015,8,335.76,EUR,Wholesale,373.48164627363735,,,
250,2023-01-08 23:53:09.441530,nan,PROD011,1,150.23,EUR,Wholesale,167.10789766407117,,,
251,2022-06-27 23:53:09.441530,nan,PROD015,5,107.47,EUR,Online,119.54393770856507,,,
252,2022-02-26 23:53:09.441530,nan,PROD013,2,468.81,EUR,Retail,521.4794215795328,,,
253,2023-04-28 23:53:09.441530,nan,PROD006,5,19.08,GBP,Wholesale,25.178147268408548,,,
254,2023-07-30 23:53:09.441530,nan,PROD004,9,224.51,GBP,Retail,296.2655054103985,,,
255,2024-05-18 23:53:09.441530,nan,PROD014,4,20.6,USD,Online,20.6,,,
256,2022-03-08 23:53:09.441530,nan,PROD013,8,246.96,GBP,Online,325.89073634204277,,,
257,2022-05-09 23:53:09.441530,nan,PROD010,1,255.51,GBP,Online,337.1733966745843,,,
258,2024-05-06 23:53:09.441530,nan,PROD012,8,167.61,GBP,Online,221.1797307996833,,,
259,2024-03-14 23:53:09.441530,nan,PROD008,6,74.76,EUR,Online,83.15906562847609,,,
260,2022-01-04 23:53:09.441530,nan,PROD020,8,194.43,USD,Retail,194.43,,,
261,2021-09-16 23:53:09.441530,nan,PROD005,6,339.41,JPY,Retail,2.34965164706143,,,
262,2023-03-18 23:53:09.441530,nan,PROD002,3,393.37,JPY,Retail,2.723203407102191,,,
263,2023-03-22 23:53:09.441530,nan,PROD020,8,270.07,JPY,Retail,1.86962794355464,,,
264,2023-07-16 23:53:09.441530,nan,PROD012,5,299.02,EUR,Wholesale,332.6140155728587,,,
265,2023-05-17 23:53:09.441530,nan,PROD006,5,108.3,GBP,Online,142.9136975455265,,,
266,2023-12-31 23:53:09.441530,nan,PROD015,7,150.79,GBP,Retail,198.98390076537342,,,
267,2024-04-17 23:53:09.441530,nan,PROD018,6,89.33,JPY,Retail,0.6184095390000222,,,
268,2022-01-31 23:53:09.441530,nan,PROD018,9,132.15,JPY,Wholesale,0.9148418289360005,,,
269,2023-01-01 23:53:09.441530,nan,PROD010,7,120.19,USD,Wholesale,120.19,,,
270,2023-10-23 23:53:09.441530,nan,PROD007,3,264.53,EUR,Online,294.24916573971075,,,
271,2022-05-02 23:53:09.441530,nan,PROD010,5,285.72,GBP,Online,377.03879651623123,,,
272,2024-07-27 23:53:09.441530,nan,PROD005,9,473.02,JPY,Wholesale,3.2746006955982363,,,
273,2023-09-27 23:53:09.441530,nan,PROD016,2,105.83,JPY,Wholesale,0.7326349659954365,,,
274,2023-02-18 23:53:09.441530,nan,PROD019,1,324.42,USD,Wholesale,324.42,,,
275,2024-03-07 23:53:09.441530,nan,PROD003,8,410.46,GBP,Online,541.6468725257323,,,
276,2022-10-11 23:53:09.441530,nan,PROD007,8,284.52,GBP,Wholesale,375.45526524148846,,,
